State,District,Route
WEST BENGAL,Bardhaman,"S.D.Hospital S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Salanpur S.O,Salanpur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Samdi B.O,Salanpur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sankarpur B.O,Laudoha Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Santa B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Santinagar S.O (Bardhaman),Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sarpi B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Satgram S.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Seakulberia B.O,Salanpur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Searsole Rajbari S.O,Raniganj Mc Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Semallya B.O,Pandaveshwar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Shibpur B.O,Kanksa Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Shivpur B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Siduli B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Simjuri S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sitalpur B.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sitarampur S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sonepur B.O,Pandaveshwar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sripur B.O,Pandaveshwar Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sripur Bazar S.O (Bardhaman),Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Srirampur B.O,Andal Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Sunderchak S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Suryanagar S.O (Bardhaman),Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Taltore B.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Toposi S.O,Jamuria Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"U C Danga S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ukhra Puratanhattala S.O,Faridpur Durgapur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ukhra S.O,Faridpur Durgapur Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"Ushagram S.O,Barabani Dist:Bardhaman,WB"
WEST BENGAL,Bardhaman,"V.K.Nagar S.O,Durgapur Mc Dist:Bardhaman,WB"
WEST BENGAL,Bankura,"Agarda B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ahanda B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ajodhya B.O,Vishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Akhrasole B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Akhuapal B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Akkhuta B.O,Ranibundh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Akui S.O,Indus Dist:Bankura,WB"
WEST BENGAL,Bankura,"Alijhara B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Amarkanan B.O,Gangajalghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ambikanagar B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Amchura B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Amdahi B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Amral B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Amritpara B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Amrul B.O,Indas Dist:Bankura,WB"
WEST BENGAL,Bankura,"Anchuri Salboni B.O,Bankura - I Dist:Bankura,WB"
WEST BENGAL,Bankura,"Andharthole B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Anur B.O,Kotulpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Arabani B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Araldihi B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ardhagram B.O,Mejhia Dist:Bankura,WB"
WEST BENGAL,Bankura,"Arkama B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Arrah B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Asurali B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Aswinkota B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ayma B.O,Jaypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bagdiha B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Baidyalokhesole B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Baidyanathpur B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Baital B.O,Jaypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bakulia B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Baliara B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Balitha B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Balsi B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bamira B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bamuntore B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Banasuria B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bandubrajpur B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Banjora B.O,Mejia Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bankadaha S.O,Vishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bankata B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bankati B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bankisole B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bankura  DSB S.O,Bankura - I Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bankura H.O,Bankura - I Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bansarenga B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bansichandipur B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bansidih B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Barachingra B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Baragarrah B.O,Sarenga Dist:Bankura,WB"
WEST BENGAL,Bankura,"Barakalibari B.O,Mejhia Dist:Bankura,WB"
WEST BENGAL,Bankura,"Barbendya B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Baricha B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Barikul B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Barjora S.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Barkona B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Barkura B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Basantimela B.O,Vishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Basubati B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Basudebpur B.O,Sarenga Dist:Bankura,WB"
WEST BENGAL,Bankura,"Beharjuria B.O,Bankura - II Dist:Bankura,WB"
WEST BENGAL,Bankura,"Beliadangarpara B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Beliatore S.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Belsulia B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Belut B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Benabaid B.O,Mejhia Dist:Bankura,WB"
WEST BENGAL,Bankura,"Besora B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Betur B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhadul B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhagabandh B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhagaldighi B.O,Vishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhagalpur B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhalaidiha B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhalukbasa B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhalukgenjar B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhara B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhatra B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhattapara B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhedua B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bheduasole S.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhethuala B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhojda B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhuakana B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bhutsahar B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Biborda B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bikrampur B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bikurdih B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Birkham B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Birsinghpur B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bishjore B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bishnupur S.O (Bankura),Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bishnupur Stn Rd S.O,Vishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bisinda B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Boga B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bonbirsingha B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bonradhanagar S.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Bouridihi B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Brahmandiha B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Brajarajpur B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Brindabanpur Barsala B.O,Gangajalghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Brindabanpur-barsal B.O,Gangajalghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Budhanpur B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chaka B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chakaltore B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chakdaha B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chamtagora B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chandra B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chawkshyampur B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Cheleiama-sunukpahari B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chhagulia B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chhandar B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chhatarkanali B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chhatna S.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chingani B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chingra B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chourabaid B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chousal B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Choutar B.O,Sarenga Dist:Bankura,WB"
WEST BENGAL,Bankura,"Chumosina B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dabri B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dahala B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Damodarbati B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Danga-barbendya B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dangmejhia B.O,Mejhia Dist:Bankura,WB"
WEST BENGAL,Bankura,"Darapur B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Darsole B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dashere B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dauni B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dehuapara B.O,Kotulpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Deshra B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Deuli B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dhaban B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dhabani B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dhadanga B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dhagara B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dhansimla B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dhara B.O,Jaypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dighalgram B.O,Indas Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dighi B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Digpar B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dipara B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dodhimukha B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Doldere B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dubarajpur B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dudhya B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dumurtore B.O,Sarenga Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dundar B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Durlavpur B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Dwarika B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Feder Road S.O,Bankura - I Dist:Bankura,WB"
WEST BENGAL,Bankura,"Fulkusma S.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Fulkusma-khattagram B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Fulmati B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Fulsusunia B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gangajalghati S.O,Gangajalghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gangarampur Bamnia B.O,Indus Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gangnala B.O,Sarenga Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gargaria B.O,Sarenga Dist:Bankura,WB"
WEST BENGAL,Bankura,"Garh Kotalpur B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Garhdubrajpur B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Garhraipur S.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gelia S.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ghagra-haludkanali B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gholgoria B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gholkunda B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ghoradanga B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ghutgoria B.O,Borjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gobarda B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gobindadham B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Godardihi B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gogra B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gokulnagar B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gopalnagar B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gopalpur B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gopikantapur B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gopinathpur B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gorabari S.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gorasole B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gossainjanara B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gossainpur B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gossindihi B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gourbazar B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gouripur B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Guniada B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gunnath B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Gunpura B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hadal Narayanpur B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Haludkanali B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hamirhati B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hamirpur B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Harmasra B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hatagram B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hatasuria S.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hatirampur B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hatkrishnanagar B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Helna Susunia B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hetia B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hetiasole B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hetyagora B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hijaldihi B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hijlitilabani B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hirapur B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Hirbandh B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ichharia B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Indas S.O,Indas Dist:Bankura,WB"
WEST BENGAL,Bankura,"Indpur S.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"J.J.Mirjapur B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jagadalla B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jagannathpur B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jalahari B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jambani B.O,Sarenga Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jambedia B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jamda B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jamjuri B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jamkuri B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jamtora B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Janta B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Japamali B.O,Mejhia Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jayrambati S.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jeorda B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jhantipahari S.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jhilimili B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jhoriakocha B.O,Hirbandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jiabandi B.O,Bishnpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jirabaid B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jorda S.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jorehira B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Joykrinhspur B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Joypur S.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Jujur B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Junbedia B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kabirchak B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kadma B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kadmagarh B.O,Ranibundh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kakatia B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kakradara B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kalpathar B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kamalpur B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kamo B.O,Ranibandh Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kanchanpur B.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kankatabati B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kansara B.O,Mejhia Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kantabari B.O,Vishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kantapahari B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kanuri B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kapista B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Karakberia B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Karakberia Sadhuadal B.O,Vishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Karrah B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kashipur B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kayabaid B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Keliapathar B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kenduadihi S.O,Bankura - I Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kenety B.O,Patrasayer Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kenjakura S.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Keshbandi B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Keshiara B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kesia B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kesiakole S.O,Bankura Dist:Bankura,WB"
WEST BENGAL,Bankura,"Khalagram B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kharbona B.O,Chhatna Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kharidungri B.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kharigeria B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Khatra S.O,Khatra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Khorsee B.O,Indas Dist:Bankura,WB"
WEST BENGAL,Bankura,"Khulyamuri B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kitchka B.O,Taldangra Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kochdihi B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kostia B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kotalpur S.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Krishnanagar B.O,Barjora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kuchiakole B.O,Joypur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kukhrajhore B.O,Gangajalghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kultuka B.O,Saltora Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kumidya B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kundapuskarani B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kushadwip B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Kusthalia B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Ladabrahmandiha B.O,Indpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lakshmisagar S.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lalbandh S.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lalbazar S.O (Bankura),Bankura - I Dist:Bankura,WB"
WEST BENGAL,Bankura,"Latbeliara B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Laxmanpur B.O,G.ghati Dist:Bankura,WB"
WEST BENGAL,Bankura,"Layekbandh B.O,Bishnupur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Layekpara B.O,Raipur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lego B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lodna S.O (BankuB.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lokepur S.O,Bankura - I Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lokhasole B.O,Sonamukhi Dist:Bankura,WB"
WEST BENGAL,Bankura,"Louda B.O,Onda Dist:Bankura,WB"
WEST BENGAL,Bankura,"Lougram B.O,Kotalpur Dist:Bankura,WB"
WEST BENGAL,Bankura,"Machatora B.O,Simlapal Dist:Bankura,WB"
WEST BENGAL,Bankura,"Machdoba B.O,Sonamukhi Dist:Bankura,WB"
